District,Area,Year,Max_Temp,Min_Temp,Rainfall,Humidity,Wind,Cloud,Sunshine,ALT,Productions,PPH
13,14185,1980,35.56666667,25.36666667,318.6666667,83,3.966666667,5.1,5.491954023,3,11530,0.812830455
14,85165,1980,36.56666667,24.73333333,168.3333333,70.33333333,2.7,3.533333333,7.1,20,105865,1.243057594
16,71735,1980,34.76666667,23.86666667,272.6666667,76.33333333,1.366666667,4.3,6.633333333,34,83152,1.159155224
17,655130,1980,34.43333333,22.7,578,80.66666667,1.2,5.933333333,6.333333333,35,542700,0.828385206
1,99075,1981,34.3,24.2,375,84.33333333,1.166666667,5.066666667,6.1,4,106196,1.071874842
2,91830,1981,36.26666667,23.73333333,207.3333333,79.33333333,1.333333333,4.133333333,7.5,20,119479,1.301088969
3,232815,1981,33.26666667,23.53333333,327.3333333,81,4.4,5.033333333,5.533333333,6,307505,1.320812662
4,265520,1981,33.16666667,23.36666667,389.3333333,81.66666667,1.566666667,4.366666667,6.766666667,10,334854,1.261125339
5,283635,1981,35.43333333,23.96666667,238,78.33333333,1.566666667,4.9,7.133333333,9,348092,1.227253336
6,23405,1981,35.33333333,23.53333333,258.6666667,70.66666667,2.733333333,4.066666667,6.5,37,28158,1.203076266
7,94310,1981,35.36666667,23.66666667,301,81.33333333,1.266666667,3.5,6.687356322,9,115103,1.220475029
8,59510,1981,36.43333333,24.1,216.6666667,78,3.166666667,5.166666667,6.533333333,7,68646,1.153520417
9,53545,1981,35.3,24.53333333,270,83.33333333,2.566666667,4.2,6.862222222,4,44643,0.833747315
10,140590,1981,34.6,23.63333333,250.6666667,74.66666667,2.5,5.333333333,6.566666667,19,124169,0.883199374
11,147160,1981,33.43333333,24.06666667,427.3333333,83,1.366666667,3.266666667,6.063218391,6,143647,0.976128024
12,90595,1981,38,23.63333333,302,77,2.166666667,4.466666667,6.871264368,14,111140,1.22677852
13,19440,1981,33.8,24.73333333,263.3333333,81,2.633333333,5.166666667,5.491954023,3,17383,0.894187243
14,112885,1981,39.56666667,23.7,229.6666667,78,1.533333333,3.833333333,7.866666667,20,124957,1.106940692
15,22265,1981,34.53333333,24,303.6666667,77.33333333,1.666666667,5.166666667,6.201234568,63,25391,1.140399731
16,101490,1981,34.66666667,22.73333333,239.3333333,78.66666667,1.1,4.066666667,8.1,34,116591,1.148792985
17,628755,1981,34.4,22.53333333,590.3333333,80.66666667,1.133333333,5.466666667,6.3,35,429575,0.683215243
1,114930,1982,36.4,24.7,236,80.66666667,1.266666667,4.3,7.5,4,122047,1.06192465
2,110890,1982,37,24.03333333,134.3333333,73.66666667,1.666666667,3.733333333,7.166666667,20,140643,1.268310939
3,280130,1982,34.53333333,24.16666667,311,79.33333333,4.733333333,4.233333333,6.366666667,6,324442,1.1581837
4,298795,1982,35.46666667,23.8,394.3333333,82,1.733333333,4.133333333,7.533333333,10,364732,1.220676383
5,319215,1982,37.56666667,24.46666667,257.3333333,77,1.933333333,4.533333333,6.566666667,9,391038,1.224998825
6,28185,1982,37.8,23,158.6666667,67.33333333,1.066666667,3.7,6.5,37,34419,1.22118148
7,107115,1982,37.53333333,24.26666667,184.6666667,79,1.366666667,2.633333333,6.687356322,9,144116,1.345432479
8,70235,1982,38.23333333,24.43333333,204.6666667,75.33333333,3.866666667,4.533333333,6.1,7,86195,1.227237132
9,54925,1982,36.3,25.16666667,168.3333333,79.66666667,1.4,3.466666667,6.862222222,4,48694,0.886554392
10,156405,1982,36.6,23.8,363,72.33333333,2.233333333,4.7,5.733333333,19,143785,0.919312042
11,171555,1982,35.3,23.63333333,379.6666667,77.66666667,1.266666667,4.266666667,6.063218391,6,209775,1.222785696
12,103765,1982,39,24.53333333,168,71.33333333,2.1,3.233333333,6.871264368,14,141332,1.362039223
13,21385,1982,35.13333333,25.46666667,205.6666667,78.33333333,2.9,5,5.491954023,3,19731,0.922656067
14,128290,1982,38.06666667,24.3,147.3333333,72.66666667,2.166666667,3.066666667,7.466666667,20,143388,1.117686492
15,26745,1982,36.66666667,24.53333333,226.6666667,78,2.433333333,4.733333333,6.201234568,63,30737,1.149261544
16,119240,1982,36.2,23.33333333,282.6666667,75.33333333,1.566666667,4.2,7,34,137700,1.154813821
17,626800,1982,35.7,22.8,703.6666667,82.33333333,1.333333333,5.433333333,6.033333333,35,453694,0.723825782
1,78875,1983,35.8,24.33333333,234,81,1.6,4.333333333,7.533333333,4,81482,1.033052298
2,170155,1983,37.16666667,23.56666667,162.6666667,73,1.5,3.5,7.033333333,20,209372,1.230478094
3,275430,1983,34.5,23.73333333,353,78.66666667,4.833333333,4.833333333,6.333333333,6,334617,1.214889446
4,280435,1983,35.16666667,24.1,192.6666667,81.66666667,1.7,4.466666667,6.333333333,10,311953,1.11238968
5,269945,1983,36.6,24.36666667,322,78.66666667,1.9,4.6,7.033333333,9,326818,1.210683658
6,30850,1983,37.5,22.43333333,159,67,1.066666667,3.733333333,6.5,37,38167,1.237179903
7,97285,1983,37.36666667,24.33333333,229.6666667,76.66666667,0.966666667,2.533333333,6.687356322,9,98552,1.01302359
8,75745,1983,39.23333333,24.36666667,188,74,3.866666667,4.466666667,7.133333333,7,84734,1.1186745
9,50100,1983,36.6,24.43333333,274.3333333,80.66666667,3.9,4.266666667,6.862222222,4,45999,0.918143713
10,154770,1983,35.96666667,23.53333333,246.3333333,73.66666667,2.2,4.933333333,5.966666667,19,143509,0.927240421
11,153570,1983,34.93333333,23.96666667,374.3333333,79,1.3,4.3,6.063218391,6,164299,1.069863906
12,127625,1983,38.66666667,23.8,200,70,2.266666667,4.066666667,6.871264368,14,152162,1.19225857
13,24295,1983,35.03333333,25,490,78.66666667,2.9,4.833333333,5.491954023,3,14517,0.597530356
14,151915,1983,39.56666667,23.7,73.33333333,71,4.766666667,3.733333333,7.466666667,20,184229,1.212711056
15,14655,1983,35.4,24.6,293.3333333,75.33333333,1.533333333,4.366666667,6.201234568,63,17923,1.222995565
16,127040,1983,36.33333333,22.26666667,214.6666667,75.66666667,1.2,4.4,6.633333333,34,139083,1.094796914
17,601690,1983,34.56666667,22.6,582.3333333,81.33333333,1.1,5.4,6,35,466514,0.775339461
1,98565,1984,35.56666667,24.76666667,470,85.66666667,1.7,5.7,6.166666667,4,104157,1.056734135
2,188960,1984,38.06666667,24.03333333,325,78.66666667,1.666666667,4,5.833333333,20,248129,1.313129763
3,320695,1984,35.33333333,24.06666667,382.6666667,81.66666667,5.933333333,5.066666667,6.566666667,6,322106,1.004399819
4,283695,1984,36.13333333,24.3,387,81.66666667,3.8,4.866666667,6.333333333,10,350246,1.23458644
5,273800,1984,36.4,24.9,489.3333333,79.66666667,1.8,5.133333333,6.133333333,9,329105,1.201990504
6,34930,1984,37.73333333,23.33333333,265.3333333,71.66666667,1.266666667,4.533333333,6.5,37,42334,1.211966791
